ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
827,Sometimes,Always,Never,Always,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,False
828,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Never,True
829,Never,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Always,Never,Always,Never,Always,Never,False
830,Always,Never,Always,Always,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Never,Never,True
831,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,False
832,Always,Never,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Never,True
833,Never,Sometimes,Never,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Never,Never,False
834,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,True
835,Always,Sometimes,Always,Sometimes,Always,Never,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Always,False
836,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Never,Always,Never,Always,Never,Sometimes,Sometimes,Never,Always,True
837,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Always,Never,Always,Never,False
838,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,True
839,Always,Sometimes,Never,Never,Always,Never,Always,Sometimes,Never,Always,Never,Always,Always,Always,Sometimes,Never,Always,Always,Never,Always,False
840,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Never,Sometimes,Always,True
841,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Never,Never,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,False
842,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,True
843,Never,Sometimes,Never,Never,Always,Never,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Never,Always,Sometimes,Never,Sometimes,Never,False
844,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,True
845,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,False
846,Sometimes,Never,Sometimes,Always,Always,Always,Always,Never,Never,Always,Always,Never,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,True
847,Always,Never,Always,Never,Never,Never,Sometimes,Always,Never,Always,Always,Sometimes,Never,Never,Sometimes,Never,Always,Always,Never,Always,False
848,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Never,True
849,Never,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,False
850,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,True
851,Never,Never,Always,Never,Sometimes,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Never,Always,Never,Always,Always,Never,Sometimes,False
852,Sometimes,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Never,Always,True
853,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Always,False
854,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Always,Never,Never,Sometimes,Never,Never,Sometimes,Always,Always,True
855,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Never,Sometimes,Sometimes,False
856,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,True
857,Always,Never,Always,Never,Never,Never,Always,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,False
858,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,True
859,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Always,Never,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,Always,False
860,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,True
861,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
862,Always,Never,Never,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Always,True
863,Sometimes,Always,Sometimes,Never,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,False
864,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Always,Never,Never,Always,Always,Sometimes,Always,True
865,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Never,Always,Sometimes,Always,Never,Always,Never,False
866,Never,Never,Always,Always,Always,Always,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,True
867,Always,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Never,Always,Never,Sometimes,Always,Sometimes,Always,Never,False
868,Never,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,True
869,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Always,Never,False
870,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Always,Never,True
871,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Always,Sometimes,Never,Always,Never,Always,Sometimes,Always,False
872,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Never,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
873,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,False
874,Always,Never,Never,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,True
875,Never,Never,Always,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Never,Sometimes,Sometimes,False
876,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Never,Always,Always,Never,True
877,Never,Sometimes,Sometimes,Always,Never,Never,Never,Always,Sometimes,Always,Always,Never,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,False
878,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Always,Never,Always,Never,Always,Always,Sometimes,Never,Sometimes,Never,Always,True
879,Sometimes,Never,Always,Always,Never,Sometimes,Never,Always,Never,Never,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Always,False
880,Never,Never,Always,Always,Sometimes,Always,Never,Sometimes,Never,Never,Never,Sometimes,Never,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,True
881,Always,Sometimes,Never,Never,Always,Always,Always,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,False
882,Sometimes,Always,Always,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
883,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Never,Always,Never,Never,False
884,Never,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Always,Never,Always,Always,Never,Never,Sometimes,Sometimes,True
885,Always,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,False
886,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,True
887,Always,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,False
888,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Always,Always,Never,Never,Never,True
889,Always,Always,Sometimes,Sometimes,Never,Never,Never,Always,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,False
890,Always,Never,Always,Always,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,True
891,Always,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,False
892,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,True
893,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Never,Always,Always,Always,Always,Sometimes,Always,Sometimes,False
894,Sometimes,Sometimes,Always,Never,Never,Always,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,True
895,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Always,Always,Never,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,False
896,Never,Never,Sometimes,Always,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Never,Never,Sometimes,Always,Never,Never,Sometimes,Never,True
897,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,False
898,Never,Never,Always,Always,Never,Always,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,True
899,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
900,Sometimes,Never,Never,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,True
901,Always,Never,Sometimes,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Never,False
902,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Always,Never,Never,Always,Always,Always,Always,Sometimes,Always,Never,Never,Always,Never,True
903,Never,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Always,False
904,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,True
905,Always,Always,Sometimes,Never,Always,Always,Always,Never,Never,Sometimes,Sometimes,Never,Always,Always,Never,Always,Sometimes,Sometimes,Always,Never,False
906,Always,Always,Never,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Never,Never,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,True
907,Always,Always,Always,Never,Always,Never,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,False
908,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,True
909,Never,Always,Never,Never,Always,Always,Never,Never,Always,Never,Always,Sometimes,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,False
910,Never,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,True
911,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,False
912,Never,Never,Never,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,True
913,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,False
914,Never,Never,Never,Always,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Always,Sometimes,Never,Always,Always,Never,Always,Always,Sometimes,True
915,Always,Sometimes,Never,Never,Sometimes,Always,Always,Never,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,False
916,Never,Never,Always,Sometimes,Always,Always,Never,Sometimes,Always,Always,Always,Always,Never,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,True
917,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Always,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,False
918,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Always,Never,True
919,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Never,Sometimes,Never,False
920,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Always,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,True
921,Sometimes,Never,Never,Always,Sometimes,Never,Always,Never,Sometimes,Never,Never,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,False
922,Sometimes,Never,Sometimes,Always,Always,Always,Never,Always,Always,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,True
923,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Never,Never,Always,Always,False
924,Sometimes,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,True
925,Always,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Never,Always,False
926,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Always,Never,Never,Always,Always,Sometimes,Never,Never,Always,Sometimes,Always,Never,Never,True
927,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Sometimes,False
928,Always,Never,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Always,Never,Always,Always,Never,Sometimes,True
929,Sometimes,Never,Never,Never,Never,Always,Never,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,False
930,Always,Always,Never,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,True
931,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,False
932,Never,Always,Always,Always,Never,Always,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,True
933,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,False
934,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,True
935,Always,Never,Always,Always,Sometimes,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Always,Always,Always,False
936,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Never,Always,Sometimes,Always,Always,Never,Always,Never,Never,Never,Never,Sometimes,True
937,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,False
938,Sometimes,Never,Never,Always,Sometimes,Always,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Always,Sometimes,True
939,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,False
940,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Never,True
941,Sometimes,Never,Never,Always,Sometimes,Never,Never,Always,Always,Never,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,False
942,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,Always,True
943,Never,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,False
944,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Always,True
945,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Never,Sometimes,False
946,Always,Never,Never,Sometimes,Always,Always,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,True
947,Always,Sometimes,Never,Always,Never,Never,Always,Never,Always,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,False
948,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Never,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,True
949,Always,Always,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,False
950,Never,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Never,True
951,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Sometimes,False
952,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,True
953,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Never,Always,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,False
954,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,True
955,Always,Never,Always,Always,Always,Never,Never,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Sometimes,False
956,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Always,Always,Sometimes,Always,Always,Always,Never,True
957,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,Never,Never,Always,Always,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,False
958,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,True
959,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,False
960,Sometimes,Never,Never,Always,Never,Always,Always,Always,Always,Always,Never,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Always,True
961,Sometimes,Sometimes,Always,Never,Never,Never,Never,Always,Always,Sometimes,Always,Never,Never,Never,Always,Never,Sometimes,Always,Never,Always,False
962,Sometimes,Sometimes,Always,Always,Never,Always,Never,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,True
963,Never,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Never,Sometimes,False
964,Never,Always,Sometimes,Always,Never,Always,Always,Sometimes,Always,Sometimes,Always,Never,Never,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,True
965,Always,Never,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Never,Never,Always,Never,Always,Never,Always,Never,Never,Always,False
966,Never,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Always,Never,Sometimes,Always,True
967,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,False
968,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,True
969,Always,Never,Always,Always,Never,Never,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Always,False
970,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,True
971,Sometimes,Always,Never,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Always,Never,Never,False
972,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Always,Never,Always,True
973,Always,Always,Always,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
974,Always,Sometimes,Never,Always,Never,Always,Sometimes,Always,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,True
975,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,False
976,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Never,Always,Sometimes,Never,Always,Always,Always,True
977,Sometimes,Never,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,False
978,Sometimes,Always,Always,Always,Always,Always,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,True
979,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Always,Never,Never,Sometimes,Never,Always,Never,Never,Never,Never,Always,Always,False
980,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Always,Always,True
981,Always,Always,Always,Never,Sometimes,Never,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,False
982,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Always,Always,Never,Always,True
983,Never,Never,Always,Never,Sometimes,Never,Always,Sometimes,Never,Always,Always,Always,Always,Always,Never,Sometimes,Never,Sometimes,Always,Always,False
984,Always,Always,Never,Sometimes,Always,Always,Always,Never,Sometimes,Never,Never,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Never,Never,True
985,Sometimes,Always,Always,Always,Always,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Always,Sometimes,Sometimes,False
986,Always,Never,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,True
987,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Always,False
988,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Never,Always,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
989,Sometimes,Never,Never,Never,Never,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,False
990,Never,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Never,Always,Never,Never,Always,Never,Sometimes,Sometimes,True
991,Always,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,False
