ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
823,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Always,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,False
824,Never,Always,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,Always,True
825,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,False
826,Always,Always,Always,Never,Never,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Never,Always,Never,True
827,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,Sometimes,Never,Always,Never,Always,Always,Always,Sometimes,Never,Always,Always,Sometimes,False
828,Never,Never,Always,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Never,Never,True
829,Always,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Never,False
830,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Never,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,True
831,Always,Sometimes,Never,Always,Always,Sometimes,Never,Never,Always,Never,Always,Sometimes,Never,Always,Never,Never,Never,Sometimes,Never,Always,False
832,Always,Never,Always,Never,Always,Always,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,True
833,Always,Always,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,False
834,Sometimes,Never,Never,Never,Never,Never,Sometimes,Always,Always,Never,Always,Always,Never,Never,Never,Never,Never,Sometimes,Always,Never,True
835,Always,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Always,Always,Sometimes,Never,Always,Never,Always,Always,Never,Sometimes,Never,False
836,Sometimes,Always,Always,Never,Always,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,True
837,Always,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Always,Always,Always,Never,False
838,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,True
839,Sometimes,Never,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Never,False
840,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
841,Sometimes,Never,Never,Always,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,False
842,Never,Always,Always,Never,Never,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Always,Never,True
843,Sometimes,Never,Always,Sometimes,Never,Never,Always,Never,Never,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Never,False
844,Always,Never,Always,Never,Never,Never,Always,Never,Never,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,True
845,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Always,Sometimes,False
846,Never,Sometimes,Always,Sometimes,Never,Always,Never,Never,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,True
847,Always,Sometimes,Always,Never,Never,Never,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Never,False
848,Never,Never,Always,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,True
849,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Always,Always,Always,Never,Always,Sometimes,False
850,Always,Never,Always,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,True
851,Always,Sometimes,Never,Never,Always,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,False
852,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,True
853,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Always,Always,Always,Always,Always,False
854,Always,Sometimes,Always,Always,Never,Always,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Always,True
855,Always,Always,Never,Never,Never,Never,Always,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,False
856,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Always,Always,Always,Never,Never,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,True
857,Always,Never,Never,Never,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Sometimes,Never,False
858,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Always,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,True
859,Always,Never,Never,Always,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Always,Never,Never,False
860,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
861,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,False
862,Always,Always,Never,Never,Never,Never,Always,Never,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Always,Never,Never,Never,True
863,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Always,Always,Never,Sometimes,Always,Always,Always,Never,Always,Always,Sometimes,Sometimes,Always,False
864,Always,Sometimes,Always,Never,Never,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Always,Always,Never,Sometimes,Never,Sometimes,True
865,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,False
866,Never,Always,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
867,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Always,Always,Never,Always,Sometimes,Sometimes,Always,Never,Never,Always,False
868,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Never,Always,Never,Never,Always,Always,Always,Always,Never,True
869,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,False
870,Sometimes,Never,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,Sometimes,Never,Never,Never,Sometimes,True
871,Always,Always,Always,Always,Never,Never,Never,Never,Sometimes,Always,Always,Always,Sometimes,Never,Always,Always,Always,Never,Never,Sometimes,False
872,Never,Never,Never,Never,Always,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Always,Always,Sometimes,Never,True
873,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Always,Always,Sometimes,Never,Always,False
874,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,True
875,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,False
876,Sometimes,Always,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,True
877,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Never,Never,Never,Never,Sometimes,False
878,Never,Sometimes,Sometimes,Always,Never,Never,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Never,True
879,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Always,Never,Sometimes,False
880,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Never,Always,True
881,Sometimes,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,False
882,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,True
883,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Never,Never,Sometimes,False
884,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,True
885,Sometimes,Sometimes,Always,Always,Never,Never,Always,Never,Always,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,False
886,Never,Sometimes,Always,Always,Always,Always,Never,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Sometimes,True
887,Always,Always,Never,Never,Never,Always,Always,Never,Always,Never,Always,Always,Never,Always,Always,Always,Sometimes,Never,Always,Sometimes,False
888,Never,Never,Always,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,True
889,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Sometimes,False
890,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Never,Never,Never,Sometimes,Sometimes,Always,True
891,Sometimes,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Always,Always,Always,Always,Never,False
892,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,True
893,Sometimes,Never,Sometimes,Never,Always,Never,Always,Never,Always,Always,Sometimes,Always,Always,Always,Never,Always,Sometimes,Never,Never,Never,False
894,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Never,True
895,Sometimes,Never,Never,Sometimes,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Always,False
896,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,True
897,Always,Never,Always,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,False
898,Never,Sometimes,Always,Always,Never,Never,Always,Always,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Always,Always,Always,Never,Sometimes,True
899,Sometimes,Never,Never,Sometimes,Never,Never,Always,Always,Never,Never,Always,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Always,False
900,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
901,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,False
902,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Sometimes,Never,Sometimes,True
903,Sometimes,Always,Never,Always,Sometimes,Always,Always,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,False
904,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Never,Never,Never,Sometimes,Never,Always,Never,True
905,Sometimes,Never,Never,Never,Never,Always,Never,Never,Sometimes,Never,Sometimes,Never,Always,Always,Never,Sometimes,Never,Never,Sometimes,Always,False
906,Never,Always,Sometimes,Sometimes,Never,Never,Never,Never,Always,Always,Never,Never,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,True
907,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,Always,False
908,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,True
909,Always,Always,Sometimes,Sometimes,Always,Never,Never,Always,Never,Always,Sometimes,Never,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,False
910,Always,Sometimes,Sometimes,Always,Never,Never,Always,Sometimes,Never,Never,Always,Always,Never,Always,Sometimes,Always,Never,Never,Sometimes,Never,True
911,Sometimes,Always,Never,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Always,Never,Sometimes,Always,Never,False
912,Always,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Always,Always,Always,Always,Always,Never,True
913,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Never,Always,Sometimes,False
914,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Never,Never,Always,Always,Always,Always,Never,Always,Always,Sometimes,Never,True
915,Sometimes,Always,Never,Always,Always,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,False
916,Always,Always,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Never,True
917,Never,Never,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,False
918,Always,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,True
919,Never,Sometimes,Never,Never,Always,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,False
920,Always,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Never,Never,Always,Never,Never,Always,Sometimes,True
921,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Never,Sometimes,False
922,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Never,Always,Never,Always,Always,Never,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,True
923,Always,Always,Never,Never,Never,Never,Never,Never,Always,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Always,Sometimes,Always,False
924,Sometimes,Never,Always,Never,Sometimes,Never,Never,Never,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,True
925,Sometimes,Sometimes,Never,Never,Always,Never,Always,Always,Always,Never,Never,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,False
926,Never,Sometimes,Always,Always,Never,Always,Always,Never,Always,Always,Never,Never,Never,Never,Never,Always,Sometimes,Never,Never,Always,True
927,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Always,Always,Never,Sometimes,Never,Never,Always,Sometimes,Always,Always,Always,False
928,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,True
929,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Never,Always,Always,Always,Always,False
930,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,Never,Sometimes,True
931,Always,Sometimes,Never,Always,Always,Never,Sometimes,Always,Never,Always,Sometimes,Always,Always,Always,Never,Sometimes,Always,Sometimes,Always,Always,False
932,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,True
933,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Never,Always,False
934,Always,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Always,Never,Sometimes,Always,Never,True
935,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,False
936,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Always,Never,Always,True
937,Sometimes,Always,Sometimes,Never,Always,Always,Never,Always,Never,Always,Never,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,False
938,Sometimes,Always,Sometimes,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Always,Never,Never,Always,True
939,Never,Sometimes,Never,Always,Always,Never,Always,Always,Always,Never,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Never,False
940,Sometimes,Sometimes,Never,Always,Never,Always,Never,Never,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Always,Always,Sometimes,True
941,Sometimes,Always,Never,Always,Sometimes,Never,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,False
942,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Always,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Never,Always,True
943,Sometimes,Always,Always,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Never,False
944,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,True
945,Never,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Always,False
946,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,True
947,Never,Sometimes,Never,Sometimes,Always,Always,Always,Always,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Never,Never,Always,Never,False
948,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,True
949,Always,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,False
950,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Never,Never,Always,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,True
951,Never,Always,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,False
952,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Never,Always,Always,Never,True
953,Always,Always,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Never,Always,Always,Never,Always,Sometimes,Never,Always,Never,Always,Sometimes,False
954,Never,Always,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,True
955,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Always,Sometimes,Always,Never,Never,Always,Always,Always,Sometimes,Always,Never,Always,False
956,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,True
957,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Never,Always,Never,Always,Never,Never,Never,Never,False
958,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Never,Always,Never,Always,Never,Never,Always,Never,Always,Always,Always,True
959,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,False
960,Always,Sometimes,Always,Never,Never,Never,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,True
961,Always,Always,Never,Always,Never,Never,Always,Always,Never,Never,Always,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,False
962,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,True
963,Sometimes,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Never,Always,Always,Never,Sometimes,Always,Never,False
964,Never,Never,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Always,Always,True
965,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Always,False
966,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,True
967,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Always,Always,Sometimes,Never,Always,Never,Sometimes,False
968,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,True
969,Always,Sometimes,Always,Always,Always,Sometimes,Always,Never,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,Always,Always,Never,Never,False
970,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,True
971,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,Always,False
972,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,True
973,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Never,Never,Never,Never,Always,Never,Always,Never,Always,Sometimes,Always,Never,Sometimes,False
974,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Always,Always,True
975,Always,Never,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,False
976,Never,Always,Sometimes,Never,Never,Always,Never,Always,Never,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Always,Always,Never,True
977,Never,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Always,Never,Always,False
978,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,True
979,Never,Sometimes,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Never,Always,Never,Always,Never,Never,Sometimes,Never,False
980,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,True
981,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,False
982,Sometimes,Never,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Never,Always,Never,Never,Never,Always,Always,Never,Never,True
983,Always,Always,Always,Always,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Never,Always,Always,Never,False
984,Always,Always,Always,Never,Always,Never,Never,Never,Always,Never,Sometimes,Never,Never,Sometimes,Never,Always,Always,Always,Always,Always,True
985,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,False
986,Always,Never,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,True
987,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Never,Never,Always,Always,Never,Always,Never,Sometimes,Never,False
988,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,True
989,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Never,Never,False
